user_id,education,experience_years,skills,interests,certification,learning_source,projects_count,dominant_project_domain,target_career,row_type
edd87e84,BSc,5,"kotlin, dart, firebase, javascript, swift, flutter",mobile development,Google Associate Android,online-course,4,mobile,Mobile Developer,pivot_t1
73e1d73d,BTech,3,"kubernetes, prometheus, linux",backend development,Kubernetes CKA,university,3,devops,DevOps Engineer,natural
1fb4c256,MCA,4,"docker, python, linux, kubernetes",devops,AWS DevOps,bootcamp,5,cloud,Cloud Engineer,natural
193a0492,MCA,2,"html, next.js, linux, sql",backend development,None,university,5,web,Full Stack Developer,natural
f5d2417d,BCA,4,"content writing, seo, google analytics, sql, digital marketing, ads",growth marketing,Google Analytics,online-course,4,marketing,Digital Marketer,pivot_t1
6862f816,MCA,3,"sql, statistics, numpy, deep learning",business intelligence,Google Data Analytics,university,4,data,Data Scientist,natural
17f95bc1,BCA,5,"java, rest apis, mongodb",cloud infrastructure,None,university,5,web,Backend Developer,natural
4a325ac3,MBA,6,"copywriting, email marketing, seo, content writing",business intelligence,HubSpot Marketing,university,6,marketing,Digital Marketer,natural
90d36a98,BBA,5,"python, data analysis, statistics, sql, excel, numpy",business intelligence,IBM Data Science,online-course,4,data,Data Scientist,pivot_t2
9bc3bddb,Diploma,2,"html, javascript, sql, css",backend development,freeCodeCamp,university,2,web,Full Stack Developer,natural
c85c1880,BSc,3,"mlflow, tensorflow, sql, pytorch, deep learning, spark",data engineering,Coursera ML,university,3,ml,ML Engineer,natural
b8293128,BTech,2,"react, sql, javascript, html, typescript",frontend development,Udemy Web Dev,university,4,web,Full Stack Developer,natural
f4aaf4c9,Diploma,0,"javascript, next.js, nodejs, git, sql",frontend development,None,workplace,0,none,Full Stack Developer,natural
b47783f1,BCA,2,"firewall, cybersecurity, penetration testing, linux, ethical hacking",cloud infrastructure,None,university,4,security,Cybersecurity Analyst,natural
65e0b638,BCA,3,"linux, java, python, postgresql, nodejs",backend development,Udemy Web Dev,university,4,web,Backend Developer,natural
fd2339fa,BSc,1,"tableau, python, excel, reporting",data engineering,IBM Data Analyst,workplace,3,data,Data Analyst,natural
87ab1a55,Diploma,2,"webpack, javascript, css, html",frontend development,None,university,2,web,Web Developer,natural
216bd822,MBA,3,"process mapping, jira, tableau, agile",product strategy,PMP,university,2,business,Business Analyst,natural
5a5cdd4f,BTech,7,"seo, copywriting, digital marketing, google analytics, roadmapping",product strategy,Meta Marketing,self-taught,3,marketing,Digital Marketer,noise
f5c37acb,Diploma,2,"content writing, email marketing, digital marketing, social media, seo, flutter",growth marketing,Coursera Marketing,university,2,marketing,Digital Marketer,noise
d00f16db,BTech,3,"next.js, react, css, cybersecurity",mobile development,Udemy Web Dev,online-course,5,web,Web Developer,noise
e1b23d99,BCA,2,"dart, git, swift, javascript, firebase",mobile development,Google Associate Android,university,5,mobile,Mobile Developer,natural
85ebc07d,BSc,4,"html, css, react, typescript",frontend development,Udemy Web Dev,university,2,web,Web Developer,natural
b985a8af,BTech,4,"css, next.js, html, nodejs",devops,None,university,5,web,Full Stack Developer,natural
4489c71d,MBA,1,"agile, sql, tableau",business intelligence,Scrum Master,workplace,1,business,Business Analyst,natural
c2305842,MCA,0,"docker, linux, rest apis, mongodb, sql, python",backend development,Oracle Java,university,2,web,Backend Developer,natural
795e2a93,BTech,3,"terraform, ci/cd, prometheus, linux",backend development,None,workplace,5,devops,DevOps Engineer,natural
9967fb05,BBA,3,"html, next.js, git, react, agile",frontend development,Meta Front-End Developer,workplace,5,web,Web Developer,noise
51d85e77,BTech,3,"machine learning, python, docker",data engineering,AWS ML Specialty,online-course,2,ml,ML Engineer,natural
2db6a2eb,Diploma,4,"next.js, react, javascript",ux research,freeCodeCamp,university,2,web,Web Developer,natural
2556044e,BBA,4,"google analytics, seo, copywriting, social media",product strategy,HubSpot Marketing,university,5,marketing,Digital Marketer,natural
39a9613c,MCA,6,"ethical hacking, networking, siem, cybersecurity, cryptography",cloud infrastructure,CEH Ethical Hacking,university,7,security,Cybersecurity Analyst,natural
84bd3f78,BCA,1,"sass, css, next.js, react, html",ux research,None,university,3,web,Web Developer,natural
832fae9c,Diploma,2,"ui/ux, adobe xd, design systems, figma",ux research,Interaction Design Foundation,university,2,design,UI/UX Designer,natural
2fbaeff6,MCA,4,"postgresql, sql, python, microservices, nodejs",devops,None,self-taught,2,web,Backend Developer,natural
e3159647,BCA,7,"html, react, next.js, sql",devops,Scrum Master,bootcamp,6,web,Full Stack Developer,pivot_t3
d779fdb2,MCA,5,"terraform, ansible, docker, jenkins, firebase",backend development,AWS DevOps,university,6,devops,DevOps Engineer,noise
a8c653ad,BSc,2,"sql, power bi, pandas",business intelligence,Tableau Desktop,workplace,5,data,Data Analyst,natural
cf96d850,MCA,3,"google cloud, azure, aws",backend development,AWS DevOps,university,5,cloud,Cloud Engineer,natural
045a7501,Diploma,7,"android, flutter, firebase, react native",backend development,None,university,3,mobile,Mobile Developer,natural
d2eaa246,BCA,4,"sql, html, javascript, docker",devops,Udemy Web Dev,workplace,3,web,Full Stack Developer,natural
bf8155be,MCA,4,"linux, javascript, css, nodejs, docker, react",backend development,freeCodeCamp,online-course,4,web,Full Stack Developer,natural
c818451e,MCA,2,"machine learning, r, python",business intelligence,None,university,2,data,Data Scientist,natural
6b9c43ae,BTech,1,"digital marketing, excel, ads, seo, google analytics",business intelligence,None,self-taught,3,marketing,Digital Marketer,pivot_t2
536ab43a,Diploma,0,"wireframing, user research, prototyping, product management, adobe xd, css",ux research,Interaction Design Foundation,workplace,0,none,UI/UX Designer,natural
48564fc0,MCA,2,"next.js, typescript, react, git, html",backend development,None,university,2,web,Full Stack Developer,natural
da590f1b,Diploma,3,"sql, machine learning, python, r, pandas, agile",business intelligence,Coursera ML,university,4,data,Data Scientist,noise
28708328,Diploma,5,"wireframing, ui/ux, product management, sketch, design systems, user research",ux research,None,self-taught,5,design,UI/UX Designer,natural
63aa83a7,Diploma,2,"content writing, digital marketing, seo, excel, email marketing, sql, google analytics",business intelligence,Google Analytics,self-taught,4,marketing,Digital Marketer,pivot_t2
63986768,Diploma,2,"html, css, mongodb, nodejs, linux",frontend development,Meta Front-End Developer,workplace,4,web,Full Stack Developer,natural
cf3bf2ec,Diploma,4,"dart, kotlin, firebase, flutter",frontend development,Google Associate Android,university,5,mobile,Mobile Developer,natural
6589299c,BSc,3,"css, react, figma",mobile development,Udemy Web Dev,online-course,3,web,Web Developer,natural
4a1dde14,BBA,3,"sql, docker, redis, java, rest apis, python, git",backend development,Udemy Web Dev,university,2,web,Backend Developer,pivot_t2
4c823171,Diploma,4,"user research, adobe xd, css",product strategy,Meta Front-End Developer,online-course,4,design,UI/UX Designer,natural
bdc5a598,MBA,4,"react, nodejs, css, html, docker",frontend development,Meta Front-End Developer,bootcamp,4,web,Full Stack Developer,pivot_t1
0b03c275,Diploma,1,"ios, swift, flutter, javascript, networking",frontend development,None,bootcamp,0,none,Mobile Developer,noise
e71dd961,BSc,7,"sql, tableau, excel, deep learning, machine learning",data engineering,IBM Data Science,online-course,7,data,Data Scientist,natural
6477ab1d,BBA,6,"python, excel, agile, sql",growth marketing,None,self-taught,3,business,Product Manager,natural
544134f4,BCA,4,"cybersecurity, ethical hacking, siem, linux",cloud infrastructure,CISSP,bootcamp,4,security,Cybersecurity Analyst,natural
2693ded5,BTech,2,"spark, tensorflow, machine learning, python",data engineering,Coursera ML,university,4,ml,ML Engineer,natural
429ef5ca,BSc,1,"statistics, sql, google analytics, excel, data analysis",machine learning,IBM Data Analyst,university,2,data,Data Analyst,natural
00d796a7,BCA,4,"flutter, kotlin, dart, javascript, android",frontend development,Flutter Certified,workplace,5,mobile,Mobile Developer,natural
34435dc5,MCA,5,"content writing, email marketing, digital marketing, seo, google analytics, copywriting",business intelligence,Coursera Marketing,online-course,4,marketing,Digital Marketer,pivot_t1
6a4dfd50,BSc,4,"user research, ui/ux, adobe xd, design systems, figma",frontend development,Meta Front-End Developer,bootcamp,6,design,UI/UX Designer,pivot_t1
cd912ddf,MBA,1,"ads, social media, seo, power bi, content writing",growth marketing,None,university,0,none,Digital Marketer,natural
9c95aa60,MBA,2,"linux, python, ethical hacking, cybersecurity, data analysis",backend development,None,self-taught,4,security,Cybersecurity Analyst,noise
4555d729,MCA,2,"docker, linux, aws, cloud computing",cloud infrastructure,Google Cloud Professional,university,2,cloud,Cloud Engineer,natural
91f68c71,MBA,0,"seo, digital marketing, google analytics, excel, social media",business intelligence,HubSpot Marketing,workplace,3,marketing,Digital Marketer,natural
11f8bb34,BTech,3,"docker, cloud computing, ansible, azure",devops,None,university,4,cloud,Cloud Engineer,natural
a06fa20b,BSc,7,"statistics, data analysis, python, pandas, business analysis",data engineering,Coursera ML,workplace,6,data,Data Scientist,natural
1edc1a97,MBA,3,"digital marketing, seo, social media",product strategy,None,university,3,marketing,Digital Marketer,natural
d4e97af9,BSc,1,"css, javascript, webpack, typescript",mobile development,Google UX Design,workplace,0,none,Web Developer,natural
68ab124a,MBA,4,"react native, dart, rest apis, javascript",mobile development,Google Associate Android,self-taught,5,mobile,Mobile Developer,pivot_t1
cf4ccbc5,BBA,9,"statistics, power bi, sql, python, deep learning",machine learning,DeepLearning.AI,self-taught,10,data,Data Scientist,pivot_t1
f2ff603a,BTech,2,"next.js, html, nodejs, git, css",frontend development,Udemy Web Dev,workplace,5,web,Full Stack Developer,natural
310d1476,BTech,4,"git, jenkins, kubernetes, terraform, sql",backend development,AWS DevOps,online-course,2,devops,DevOps Engineer,noise
28b83ed8,Diploma,2,"figma, prototyping, html, wireframing, user research",ux research,None,university,2,design,UI/UX Designer,natural
8e5379ac,BBA,4,"r, tableau, sql, pandas, machine learning",machine learning,None,online-course,5,data,Data Analyst,noise
01cc629c,BBA,5,"python, data analysis, sql, tableau, r",machine learning,Google Data Analytics,bootcamp,3,data,Data Analyst,pivot_t2
94a9331c,BTech,0,"javascript, react, css, webpack, figma, python",ux research,freeCodeCamp,online-course,2,web,Web Developer,noise
e43bdc8d,MBA,6,"machine learning, tableau, power bi, statistics, python, excel",machine learning,DeepLearning.AI,self-taught,8,data,Data Scientist,pivot_t1
fb918e8e,Diploma,3,"sql, javascript, android, react native, flutter, swift",mobile development,None,online-course,2,mobile,Mobile Developer,natural
8dab806f,BSc,0,"webpack, html, git, javascript, typescript, react",ux research,None,university,0,none,Web Developer,natural
d9a47c9b,MCA,5,"ethical hacking, cybersecurity, cloud computing, firewall, linux",cloud infrastructure,CompTIA Security+,online-course,7,security,Cybersecurity Analyst,pivot_t2
490aa618,MCA,2,"typescript, javascript, html, css, react",backend development,None,university,5,web,Full Stack Developer,natural
76d9ccdc,MCA,1,"kubernetes, azure, aws, google cloud",cloud infrastructure,None,university,1,cloud,Cloud Engineer,natural
2c9140be,BSc,4,"power bi, statistics, google analytics, sql, tableau",machine learning,None,university,4,data,Data Analyst,natural
1859bae2,BTech,4,"python, machine learning, pytorch, kubernetes",data engineering,None,online-course,5,ml,ML Engineer,pivot_t3
86d6c8a6,MCA,2,"linux, python, microservices, nodejs, sql",devops,None,online-course,5,web,Backend Developer,natural
94210b3b,BTech,3,"kubernetes, jenkins, linux",backend development,AWS DevOps,online-course,3,devops,DevOps Engineer,natural
f086ee89,BCA,0,"kotlin, flutter, android, firebase",frontend development,Udemy Mobile Dev,workplace,1,mobile,Mobile Developer,natural
4c826522,BCA,5,"tensorflow, feature engineering, machine learning, pytorch",machine learning,TensorFlow Developer,workplace,9,ml,ML Engineer,pivot_t1
9258ef75,Diploma,5,"machine learning, docker, sql, spark, deep learning, pytorch, tensorflow",devops,DeepLearning.AI,online-course,9,ml,ML Engineer,pivot_t1
0c166f6d,BSc,5,"pandas, tableau, excel, data analysis",machine learning,None,university,5,data,Data Analyst,natural
a6e29b68,MBA,1,"sql, css, next.js, react, nodejs, git",backend development,None,online-course,3,web,Full Stack Developer,pivot_t2
3b2963fa,Diploma,5,"figma, nodejs, webpack, html, javascript, react",frontend development,freeCodeCamp,self-taught,5,web,Web Developer,natural
691fe9ea,MBA,5,"linux, terraform, aws, azure, docker",backend development,AWS DevOps,self-taught,8,cloud,Cloud Engineer,pivot_t1
cbaa3748,BTech,1,"azure, kubernetes, ansible",cloud infrastructure,None,workplace,2,cloud,Cloud Engineer,natural
fc9db5df,BTech,1,"kubernetes, docker, bash",backend development,None,workplace,1,devops,DevOps Engineer,natural
c66be5c7,BBA,2,"typescript, react, html, javascript",frontend development,None,online-course,4,web,Web Developer,pivot_t2
8cb09407,MCA,2,"r, python, business analysis, statistics",business intelligence,Coursera ML,university,4,data,Data Scientist,natural
a2447b4a,BCA,2,"postgresql, rest apis, sql, git, python",backend development,None,workplace,5,web,Backend Developer,natural
b6c918f7,BTech,4,"linux, google cloud, cloud computing, docker",backend development,None,university,4,cloud,Cloud Engineer,natural
39fd4a97,BSc,2,"r, power bi, tableau, sql, statistics",business intelligence,None,online-course,4,data,Data Analyst,natural
1785ac18,MBA,6,"product management, agile, jira, okrs, wireframing",business intelligence,None,workplace,5,business,Product Manager,natural
a87534c7,BCA,1,"power bi, tableau, google analytics, sql, statistics",business intelligence,Tableau Desktop,online-course,1,data,Data Analyst,pivot_t2
26657c87,BCA,4,"javascript, css, nodejs, git",devops,None,online-course,5,web,Full Stack Developer,natural
1b3962d6,BTech,6,"statistics, pandas, sql, data analysis",machine learning,DeepLearning.AI,online-course,6,data,Data Scientist,pivot_t2
3c20faf0,BCA,0,"git, css, typescript, javascript, react",ux research,Udemy Web Dev,university,2,web,Web Developer,natural
ac88fb52,BCA,0,"next.js, css, nodejs, html, figma",frontend development,Udemy Web Dev,university,2,web,Web Developer,natural
b9048520,BCA,0,"flutter, react native, android, kotlin, firebase",backend development,Flutter Certified,online-course,2,mobile,Mobile Developer,natural
7134d8f6,BTech,4,"sketch, adobe xd, design systems, user research, ui/ux",product strategy,Interaction Design Foundation,online-course,3,design,UI/UX Designer,pivot_t1
95e1f172,BTech,6,"docker, linux, jenkins",devops,Google Cloud Professional,university,5,devops,DevOps Engineer,natural
59228f42,MBA,8,"python, sql, machine learning, numpy, data analysis",business intelligence,IBM Data Science,workplace,9,data,Data Scientist,pivot_t1
23fe3dc6,BBA,1,"kubernetes, docker, git, terraform, ansible, flutter",cloud infrastructure,None,online-course,3,devops,DevOps Engineer,noise
6647864a,MBA,3,"content writing, copywriting, seo",business intelligence,None,online-course,4,marketing,Digital Marketer,natural
80501ff1,BCA,6,"docker, deep learning, python, machine learning",machine learning,None,university,5,ml,ML Engineer,pivot_t2
9bd5cd85,MBA,5,"excel, agile, business analysis, sql, roadmapping",product strategy,None,university,7,business,Product Manager,natural
3af4338d,BTech,2,"aws, linux, ansible, azure, python",devops,AWS Solutions Architect,workplace,2,cloud,Cloud Engineer,natural
f8c4f73e,BSc,6,"linux, git, kubernetes, ci/cd, jenkins, sql",devops,None,university,3,devops,DevOps Engineer,noise
bf00b5e3,BTech,5,"okrs, excel, roadmapping, react",growth marketing,None,online-course,3,business,Product Manager,noise
93d904d8,Diploma,2,"design systems, adobe xd, prototyping, figma",frontend development,Meta Front-End Developer,university,4,design,UI/UX Designer,natural
7ff879de,Diploma,3,"ethical hacking, linux, python, business analysis",cybersecurity,None,bootcamp,3,security,Cybersecurity Analyst,noise
118baaac,BSc,2,"python, docker, deep learning",machine learning,AWS ML Specialty,university,5,ml,ML Engineer,noise
f2509dfc,MCA,5,"linux, docker, python, pytorch",machine learning,AWS ML Specialty,online-course,3,ml,ML Engineer,noise
ac43a247,MBA,2,"sql, jira, business analysis, tableau",business intelligence,PMP,workplace,5,business,Business Analyst,natural
abbf8e15,BBA,0,"user research, jira, python, agile",growth marketing,None,bootcamp,0,none,Product Manager,pivot_t3
93038ba4,MCA,4,"data analysis, business analysis, power bi, statistics",data engineering,IBM Data Science,workplace,3,data,Data Scientist,natural
7b5aab99,BSc,1,"deep learning, data analysis, statistics, python",machine learning,None,university,2,data,Data Scientist,natural
305b3b42,BBA,4,"firebase, kotlin, flutter, ios, react native, content writing",backend development,Flutter Certified,bootcamp,4,mobile,Mobile Developer,noise
154c3034,Diploma,1,"agile, business analysis, jira, requirements gathering, excel",business intelligence,CBAP,online-course,2,business,Business Analyst,pivot_t2
32801b58,MBA,1,"spark, sql, machine learning, deep learning, pytorch, docker",devops,DeepLearning.AI,university,2,ml,ML Engineer,noise
02b3413f,Diploma,2,"html, javascript, typescript, react",frontend development,None,workplace,4,web,Web Developer,natural
27ba6d4e,BSc,4,"python, networking, cryptography, cybersecurity, linux, ethical hacking",backend development,CompTIA Security+,workplace,3,security,Cybersecurity Analyst,pivot_t2
1e5a5f3b,BCA,1,"javascript, react, mongodb, linux, css",backend development,None,university,2,web,Full Stack Developer,natural
85301f5d,BSc,2,"numpy, machine learning, statistics",business intelligence,None,online-course,5,data,Data Scientist,natural
3b688821,BCA,4,"kotlin, react native, dart",frontend development,Udemy Mobile Dev,university,4,mobile,Mobile Developer,natural
3821edbd,MCA,0,"linux, java, python, postgresql, nodejs",devops,None,workplace,1,web,Backend Developer,natural
8aa84853,MCA,3,"kubernetes, docker, cloud computing, google cloud",devops,None,workplace,5,cloud,Cloud Engineer,natural
0d5163c6,BTech,4,"webpack, javascript, css, html, react",ux research,Meta Front-End Developer,online-course,5,web,Web Developer,pivot_t1
fc189531,BBA,5,"react, css, linux, docker, agile",frontend development,None,online-course,6,web,Full Stack Developer,noise
b019dc72,MBA,5,"okrs, business analysis, excel, product management",business intelligence,Coursera PM,workplace,3,business,Product Manager,natural
afc183fc,BSc,3,"webpack, figma, html, react, ci/cd",ux research,None,self-taught,4,web,Web Developer,noise
0f83aab3,MCA,3,"html, nodejs, typescript",devops,Meta Front-End Developer,university,4,web,Full Stack Developer,natural
b0d88e41,BBA,5,"css, javascript, react, webpack, html, next.js",ux research,Udemy Web Dev,self-taught,8,web,Web Developer,pivot_t1
8c2ff312,BBA,4,"sql, react, typescript, html, mongodb, java",backend development,AWS Solutions Architect,workplace,5,web,Full Stack Developer,noise
bb042bab,MCA,3,"python, okrs, product management, excel, jira, roadmapping",growth marketing,PMP,self-taught,3,business,Product Manager,pivot_t2
ca40b206,BSc,6,"python, tableau, sql",data engineering,None,workplace,5,data,Data Analyst,natural
a28ea735,Diploma,2,"webpack, javascript, next.js, react",frontend development,None,workplace,5,web,Web Developer,natural
ae0ac7b4,BTech,4,"postgresql, nodejs, rest apis, python",cloud infrastructure,Oracle Java,workplace,2,web,Backend Developer,natural
42669e4e,MBA,2,"figma, javascript, css, ui/ux, prototyping, user research, deep learning",ux research,None,online-course,3,design,UI/UX Designer,noise
14ee31f1,MBA,5,"jira, okrs, data analysis, wireframing, excel",product strategy,Product School PM,university,4,business,Product Manager,natural
e1fa7751,BSc,4,"process mapping, power bi, excel, python, agile, sql, jira",business intelligence,CBAP,self-taught,4,business,Business Analyst,pivot_t2
c5318af6,BCA,5,"cloud computing, kubernetes, docker, google cloud",backend development,Azure Fundamentals,bootcamp,9,cloud,Cloud Engineer,pivot_t1
80444f0d,MBA,5,"digital marketing, social media, power bi, content writing, seo",growth marketing,Coursera Marketing,online-course,4,marketing,Digital Marketer,natural
9090367c,Diploma,3,"design systems, figma, wireframing, sketch, user research",ux research,Google UX Design,workplace,4,design,UI/UX Designer,natural
3b67d408,BBA,6,"sql, jira, excel, wireframing",growth marketing,Scrum Master,university,5,business,Product Manager,natural
5601642b,BCA,1,"javascript, swift, firebase, flutter",backend development,Microsoft Power BI,self-taught,0,none,Mobile Developer,pivot_t3
c4e518f8,Diploma,4,"adobe xd, wireframing, javascript, prototyping, design systems",ux research,Interaction Design Foundation,workplace,3,design,UI/UX Designer,natural
74f53ed5,MBA,4,"tensorflow, docker, python, deep learning",machine learning,TensorFlow Developer,online-course,5,ml,ML Engineer,pivot_t2
56555fcc,MCA,5,"python, nodejs, rest apis, microservices",devops,AWS Solutions Architect,workplace,7,web,Backend Developer,natural
ff535863,Diploma,0,"css, next.js, figma, html",ux research,Google UX Design,university,2,web,Web Developer,natural
1b116f0d,Diploma,4,"rest apis, sql, mongodb, git, python, redis",cloud infrastructure,AWS Solutions Architect,bootcamp,6,web,Backend Developer,pivot_t1
8c1ad686,BTech,4,"figma, react, html, javascript, css",frontend development,Google UX Design,online-course,5,web,Web Developer,pivot_t1
5e6cac05,BBA,5,"wireframing, product management, jira, excel",business intelligence,PMP,workplace,5,business,Product Manager,natural
1cee2b25,BCA,3,"deep learning, mlflow, python, docker, tensorflow, sql",data engineering,None,self-taught,4,ml,ML Engineer,pivot_t2
7daaf386,BTech,4,"git, linux, kubernetes, ansible",backend development,AWS DevOps,university,3,devops,DevOps Engineer,natural
045529c5,BCA,2,"firebase, react native, dart, android, ios, power bi",frontend development,Google Associate Android,self-taught,4,mobile,Mobile Developer,noise
f4293ee2,BBA,3,"ads, google analytics, content writing, social media, digital marketing, react",business intelligence,None,university,3,marketing,Digital Marketer,noise
43c98c73,MBA,8,"roadmapping, excel, business analysis",product strategy,None,university,9,business,Product Manager,natural
7a131f00,BTech,4,"machine learning, python, docker, kubernetes, sql",data engineering,None,university,4,ml,ML Engineer,natural
8fb9a199,BBA,3,"agile, product management, excel, business analysis",business intelligence,None,online-course,2,business,Product Manager,pivot_t3
793d125b,MBA,5,"agile, power bi, requirements gathering, excel",product strategy,Scrum Master,online-course,6,business,Business Analyst,natural
7707a3d2,BCA,1,"git, next.js, css, typescript, javascript",ux research,None,workplace,1,web,Web Developer,natural
f02257ea,MCA,3,"tensorflow, kubernetes, deep learning, machine learning, feature engineering",devops,None,university,3,ml,ML Engineer,natural
69fc6046,MCA,0,"sql, docker, css, nodejs, typescript, linux",devops,Udemy Web Dev,workplace,0,none,Full Stack Developer,natural
11fbd5f4,MCA,3,"docker, aws, python, linux, kubernetes",backend development,Azure Fundamentals,workplace,3,cloud,Cloud Engineer,natural
3b3a9883,MBA,4,"networking, linux, firewall, cybersecurity",backend development,CISSP,online-course,4,security,Cybersecurity Analyst,pivot_t2
ce0edd34,BTech,1,"terraform, linux, python, ansible, kubernetes",backend development,Kubernetes CKA,workplace,2,devops,DevOps Engineer,natural
2ce66eb4,BSc,4,"power bi, excel, statistics, r, tableau",business intelligence,Microsoft Power BI,online-course,5,data,Data Analyst,natural
489edeac,MCA,6,"cloud computing, linux, ansible, aws, docker",cloud infrastructure,None,online-course,7,cloud,Cloud Engineer,natural
48d83171,MCA,0,"react, javascript, next.js, css, networking",ux research,Udemy Web Dev,university,1,web,Web Developer,noise
3ee5a29f,BCA,5,"ci/cd, bash, git, docker, linux",devops,Azure DevOps,online-course,4,devops,DevOps Engineer,pivot_t1
83f0217d,Diploma,5,"data analysis, python, tableau, machine learning, sql, pandas",business intelligence,Coursera ML,workplace,4,data,Data Scientist,pivot_t2
f05df146,MBA,6,"seo, copywriting, google analytics",growth marketing,Google Analytics,university,4,marketing,Digital Marketer,natural
95c66103,BBA,3,"jira, product management, process mapping, sql",business intelligence,CBAP,university,3,business,Business Analyst,natural
decc3ad7,BTech,6,"docker, prometheus, python, terraform",devops,None,university,6,devops,DevOps Engineer,natural
f8651f22,BBA,2,"process mapping, sql, requirements gathering, jira",product strategy,PMP,university,4,business,Business Analyst,natural
0297fee2,Diploma,4,"cryptography, cybersecurity, ethical hacking, networking, siem",backend development,AWS Security,self-taught,4,security,Cybersecurity Analyst,pivot_t2
874ee02e,BSc,2,"google analytics, power bi, statistics, sql",machine learning,None,workplace,2,data,Data Analyst,natural
4a464989,BBA,4,"wireframing, user research, ui/ux, css",frontend development,Interaction Design Foundation,self-taught,6,design,UI/UX Designer,pivot_t1
264e917a,BTech,5,"ethical hacking, networking, linux, firewall",cloud infrastructure,None,university,3,security,Cybersecurity Analyst,natural
58f94b84,BBA,4,"docker, react, sql, css",backend development,AWS Solutions Architect,online-course,6,web,Full Stack Developer,pivot_t1
0056a9ea,BCA,5,"sql, docker, javascript, css, nodejs",backend development,Kubernetes CKA,self-taught,4,web,Full Stack Developer,pivot_t3
db365feb,MCA,3,"python, postgresql, sql",devops,None,university,3,web,Backend Developer,natural
d560f78f,Diploma,2,"wireframing, css, sketch, ui/ux",ux research,Meta Front-End Developer,university,5,design,UI/UX Designer,natural
6ca05e5e,BTech,1,"ansible, docker, networking, kubernetes",cloud infrastructure,AWS Solutions Architect,university,0,none,Cloud Engineer,natural
5cbb34e6,BTech,2,"linux, docker, ci/cd, jenkins, bash",cloud infrastructure,Azure DevOps,workplace,3,devops,DevOps Engineer,natural
07164f79,BTech,7,"jira, product management, user research, excel, roadmapping",product strategy,None,online-course,8,business,Product Manager,pivot_t2
026b2207,Diploma,6,"ui/ux, prototyping, user research, sketch, figma",ux research,Meta Front-End Developer,university,3,design,UI/UX Designer,natural
3f041083,MCA,7,"jira, business analysis, agile, requirements gathering",growth marketing,Microsoft Power BI,bootcamp,7,business,Business Analyst,pivot_t1
235ed554,BBA,0,"email marketing, sql, copywriting, digital marketing, seo",growth marketing,None,university,1,marketing,Digital Marketer,natural
de2bb255,MCA,1,"pandas, machine learning, business analysis, sql, statistics",machine learning,Google Data Analytics,online-course,2,data,Data Scientist,natural
2aef428c,BCA,4,"feature engineering, mlflow, tensorflow, deep learning, machine learning",machine learning,TensorFlow Developer,bootcamp,5,ml,ML Engineer,pivot_t2
6c6bd0e9,MCA,2,"aws, kubernetes, terraform, docker, ansible, bash",devops,Azure Fundamentals,online-course,3,cloud,Cloud Engineer,natural
0fc5bff7,BSc,7,"terraform, azure, linux, aws, kubernetes",backend development,AWS Solutions Architect,online-course,7,cloud,Cloud Engineer,pivot_t1
d0ac81cd,Diploma,2,"sql, google analytics, tableau, reporting, deep learning",business intelligence,Tableau Desktop,university,4,data,Data Analyst,noise
6a09cc95,BBA,9,"jira, roadmapping, user research",product strategy,Coursera PM,university,6,business,Product Manager,natural
98b11493,Diploma,1,"sketch, ui/ux, user research, design systems",frontend development,Meta Front-End Developer,university,1,design,UI/UX Designer,natural
78f7f04f,Diploma,2,"javascript, user research, prototyping, figma",ux research,Meta Front-End Developer,university,5,design,UI/UX Designer,natural
4b4a70fe,Diploma,4,"power bi, digital marketing, email marketing, seo, social media, content writing, google analytics",product strategy,None,self-taught,5,marketing,Digital Marketer,pivot_t2
5062490d,BSc,4,"machine learning, sql, tableau",business intelligence,None,university,5,data,Data Scientist,natural
9036fc60,Diploma,2,"mongodb, javascript, sql, react, linux",frontend development,None,university,3,web,Full Stack Developer,natural
3d148049,MCA,1,"rest apis, firebase, flutter, react native, sql",frontend development,None,self-taught,2,mobile,Mobile Developer,pivot_t2
b60a40aa,BTech,2,"nodejs, python, mongodb, docker",cloud infrastructure,None,workplace,3,web,Backend Developer,natural
fe6331de,BTech,4,"networking, kubernetes, linux, azure, aws",backend development,None,university,3,cloud,Cloud Engineer,natural
5f582e14,BTech,1,"docker, google cloud, azure, ansible, kubernetes",cloud infrastructure,None,university,1,cloud,Cloud Engineer,natural
b379f3b7,MBA,3,"power bi, sql, excel, jira",product strategy,None,university,5,business,Business Analyst,natural
0c6623c4,Diploma,5,"typescript, html, javascript, css, tableau",frontend development,Meta Front-End Developer,online-course,4,web,Web Developer,noise
df325864,BCA,2,"dart, react native, rest apis, git, swift",backend development,Udemy Mobile Dev,university,3,mobile,Mobile Developer,natural
04398ce4,BBA,5,"kubernetes, terraform, cloud computing, aws",backend development,None,online-course,4,cloud,Cloud Engineer,pivot_t2
ee21ba0d,BCA,5,"linux, bash, docker, prometheus, ci/cd",devops,Google Cloud Professional,self-taught,8,devops,DevOps Engineer,pivot_t1
516bc348,MBA,7,"tableau, sql, data analysis, deep learning, excel, statistics",data engineering,Google Data Analytics,self-taught,6,data,Data Scientist,pivot_t1
103d2240,Diploma,6,"sql, java, nodejs, microservices",cloud infrastructure,AWS Solutions Architect,bootcamp,7,web,Backend Developer,pivot_t2
